name,title,company,bio,talk_title,photo_url,twitter,linkedin
Arnaud Simeray,VP of Growth,Dune,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68beec4fde2c7b95f32e4f24_ArnaudSimeray_HEAD.jpg,,
Jay Rogers,Chief Revenue Officer | Director & Co-Founder,Infineo,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ea3ac0c84c6b92a960fc15_JayRogers_HEAD.png,,
Alice Shikova,Marketing Lead,Space ID,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbd8d6d4553c8ab8588402_AliceShikova_Head.jpg,,
Stella Martirosian,Operations Lead,AML Incubator,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68baf1d4e357841d7c19c088_StellaMartirosian_HEAD%201.png,,
Andrew N. Smith,CEO,"Formation AI Labs, Inc.",,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f24460cfa8e26571f43ae7_AndrewSmith_HEAD.jpg,,
Katie DiMento,VP of Marketing,Blockdaemon,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e61fa5b239d9002b6742e3_katiedimento_head_360.jpg,,
David Saul Acosta,Strategic Partnerships & Web3 Lead,E11EVEN Miami,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e70d9350d7502382d0d694_DavidAcosta_HEAD%201.png,,
Charles Allen,CEO & Chairman of the Board,BTCS Inc.,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68af3ad399cf7d0f3a7cd6bd_CharlesAllen_HEAD.jpg,,
Justin Custardo,Founder & Host,W3BC Media,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68195337cd3a702db4ecffaa_JustinCustardo_HEAD.jpeg,,
Jessica Pegueros,Director of Events and Partnerships,CryptoCurrencyWire,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6895fae05515165b6f9d7759_JessicaPegueros_HEAD.jpeg,,
Erik LaPaglia,Managing Partner,NextTech Ventures,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/689f241079cce62588571abf_ErikLaPaglia_HEAD.jpeg,,
AnewbiZ,Chief of Operations,Secret Network,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc262a93afb62153e363cf_AnewbiZ_HEAD%201.png,,
Janelle Chalouhi,Founder & CEO,Venusventures Inc.,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a5e258f23af28e22669891_JanelleChalouhi_HEAD%20(1).JPG,,
Sam Drissi,Blockchain Architect,"Co-Founder, Artizyou + BIPQUANTUM",,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eebbab20e7fe62abbc93_6840715a58d9620168708f5a_SamDrissi_HEAD.jpeg,,
Rhonda Eldridge,Founder & CEO,Harness All Possibilities,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6859f69dd5e46d026a1aa8a8_RhondaEldridge_HEAD.jpg,,
Ralph Quintero,Co-Founder,Purple Horizons: Marketing Innovation Lab,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/687928ae1bea3d5a49de5b45_RalphQuintero_HEAD.jpeg,,
Ashley Wright,Founder,FemT3ch,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/689decba8097296f14be71f8_ashleywright_head_720%201.png,,
Florent Thévenin,Founder & CEO,Blockchain North,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eebc87c79118b6df59f7_67dad5f364da02292f5d5537_67cf44bbc9eb37e50906c27d_FlorentTh%25C3%25A9venin_HEAD%25201.png,,
Dylan Dewdney,CEO & Co-Founder,Kuvi.ai,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d3ec7a886376f36a2bd762_DylanDewdney_HEAD%203.png,,
MK Marsden,CEO,Touchpoint Strategies,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc29343ec6b9ef06f3046d_MKMarsden_HEAD%20(1).jpg,,
Wesley Crook,CEO,FP Block,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc2a40dc5e1ac99be35eed_WesleyCrook_HEAD%203.png,,
Aaron Grinhaus,International Tax Lawyer and Founder,,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc2bc98f6af1f4e023622f_AaronGrinhaus_HEAD.jpg,,
Elina Cohen,General Counsel,QuickNode,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cd589d1dbcc9f304259ea0_elinacohen_head_720%201.png,,
Andrei Poliakov,CEO,APX Lending,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d3ee69dd1437d45e4ab4ab_AndreiPoliakov_HEAD.jpg,,
Erik Mendelson,Head of Crypto Division,Avanti Way Realty,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68af454eef7d5a22b57d9b10_ErikMendelson_HEAD.webp,,
Jacqueline Cooper,Attorney,Blockchain Legal Institute CEO & DARA Founder,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6895fcca74b48c771456f58e_jacq.png,,
Russell Castagnaro,"Co-Founder, Unicorn.eth, Board Member",SporkDAO and ETHDenver,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc2d3bdced0a37ca819339_RussellCastagnaro_HEAD.jpeg,,
Jaou Toure,Chief Operations Officer,Spree.Finance,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6904d22eadbb35e1b7c362d3_JaouToure_HEAD.png,,
Kyle Klemmer,Co-Founder,Blockstreet,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68baf5df1ff576945563af54_kyleklemmer_head_720%201.png,,
Fadjiah Collin-Mazile,Head of Data,CoinList,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68baf65a61c1d813063e56f7_fadjiahcollin_mazile_head_720%201.png,,
Jake Claver,CEO,Digital Ascension Group,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6877a863b4d1305984cac81b_JakeClaver_HEAD.jpeg,,
Shaela W. Rae,Counsel,Collas Crill LLP,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/689decee8064731911c786ed_shaelarae_head_720.jpg,,
Lincoln B.,Co-Founder & CEO,Rhythm,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6904d2b5eab16ef558f15247_LincolnB_HEAD.png,,
Lalla Asmaa Alaoui,"Founder & CEO, Digidzign","Chief Business Officer, Nolcha",,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e7f056bdcf5a46b8c1460f_LallaAsmaaAlaoui_HEAD%201.png,,
"Christopher Johnson, PhD","President, Lightspeed Crypto Services",LLC,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc2df77b821f3b918da4ac_ChristopherJohnson_HEAD.jpg,,
Charlene Wang,Co-Founder & Chief Revenue OfficerZyphe,,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d3eea766faa3a8d60de65d_CharleneWang_HEAD.jpg,,
Alex Kosloff,"Head of the Americas, Merso, Board Member",Blockchain Game Alliance,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc2e7b7a4dcb2cb84cc569_AlexKosloff_HEAD.jpeg,,
Jennifer R. Hughes,Crypto Kids!,Author,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68baf6bbcb6e826ee5c0132b_jenniferhughes_head_720%201.png,,
Kenn Bosak,"Host, #NotAnotherBitcoinPodcast, Owner",Bitcoin Ben's Crypto Club Las Vegas,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/67cf466d5b583d6bcda446df_KennBosak_HEAD.jpg,,
Amina Motala,City Leader,BitAngels,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e7f17db2b46098477604ed_AminaMotala_HEAD.jpeg,,
Jason Brett,"Senior Contributor at Forbes, Founder",Ben Franklin Digital Reserve,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d3ef121864fcfb0e92792b_JasonBrett_HEAD%20(1).png,,
Samuel Armes,President,Florida Blockchain Business Association,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/69018653ccfeb5703ad93f61_samuelarmes_head_720.jpg,,
Sydney Csuk,The Bitcoin Barbie - Influencer/KOL,Spaces Host,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e7f1fe735f2ff3c37b7d5a_sydneycsuk_head_720.png,,
Henryk Dabrowski,"CEO, Areca Financial","Managing Partner, F3 Funds",,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6877aa8fe61ecd08823a7034_HenrykDabrowski_HEAD.JPG,,
Maro Vardanyan,Founder,Quantum Block Holdings,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a8a6c05ee51d0403d88972_MaroVardanyan_HEAD.jpg,,
Patrick Delaney,Co-Foundr & CEO,Ampli,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e7f2402477439aaa2d891a_patrickdelaney_head_720.jpg,,
Karen Hsu,Founder,Blockchain by Women,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68baf72a39e5d8c73c2e1043_karenhsu_head_720%201.png,,
Max Avery,CBDO,Digital Ascension Group,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6877ab1970a1b2cb7a9275e3_MaxAvery_HEAD%20(1).jpg,,
Bria Han,Community Marketing Manager,Nexus Labs,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ef916dd948f24f12187fe4_BrianHan_HEAD.jpeg,,
"Dustin Robinson, Esq. CPA",Founding Partner,LumaLex Law,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f6f690f18cdbee0d969c03_DustinRobinson_HEAD.jpeg,,
Pixie Paula Dezzutti,CEO,Striped Pig Distillery,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a8a74b3a6dc55f7edfbef6_PixiePaulaDezzutti_HEAD.png,,
George Levy,Blockchain Institute of Technology,Founder & CEO,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68baf7b707fc2a521f9d4ead_georgelevy_head_720.png,,
Adriann Guy,Co-Founder,CreateHER Fest,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc30137b821f3b918e5e77_AdriannGuy_HEAD.jpg,,
Tity Moni Lyngdoh,CEO,Dolphinze,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/689b1834633ba1f8a80153c0_TityLyngdoh_HEAD%201.png,,
Jesus Martinez,Founder,Legion,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68beed10e1e8389f9d38ee3e_jesusmartinez_head_360.jpg,,
Karin Kusano aka Cryptomommi,"Founder, FAFA Foundation, Co-Founder",Clarke,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f737c2ec60b25f448112d1_KarinKusano_HEAD%201.png,,
Lauren Dutton,Devrel,Fhenix,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc30d7661709f15c401ae1_LaurenDutton_HEAD.jpeg,,
Jerry Qian,Founder & CEO,OPTN Labs,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6895fbfec815900a1f68af84_JerryQian_HEAD.jpg,,
Natalia García,Crypto Real Estate Advisor,Natcrypto Realty,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbd9a3361eb2ca03bbb8f7_NataliaGarcia_HEAD.jpeg,,
Diego Baez,Founder & CEO,Bloxcross Inc,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68beed70d016067ed6a8c305_diegobaez_head_720.jpg,,
Angelé Doyne,Co-Founder,Disruptor DAO,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68c2b4591936ccce39eb7ce3_Angele%CC%81Doyne_HEAD%201.png,,
Jennifer Barnett,Director of Venture Capital,Oregon Blockchain Group,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68c2b49699aa3b4b026171c8_JenniferBarnett_HEAD%201.png,,
Zoé Fox,"Founder, Clarys.AI","Partner, Phala Cloud",,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e620dab2a170fe3b5989f2_Zo%C3%A9Fox_HEAD.jpg,,
Juan Allen,CMO,OLAGG,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e6212e778f06df70330d97_juanallen_head_720.jpg,,
Maria Lobanova,"CEO, Interstellar Digital","CMO, Naoris Protocol",,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f0db62cdffb8a88a469962_marialobanova_head_720%201.png,,
Eric Spivak,CEO & Founder,New Friendship Tech,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f244b019f22ffcb0c70d34_ericspivak_head_720.jpg,,
Kyle Guthro,Communication & Business Strategist,GUTHRO Consulting LLC,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6904d3cf1383abf07b3b497b_KyleGuthro_HEAD%201.png,,
Darlyze Calixte,Co-Founder & Technical Director,CreateHER Fest,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dd3a4e1418413add9833fd_DarlyzeCalixte_HEAD.jpeg,,
Wasim Ahmad,Co-Founder,VAULT12,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc31e7950e0c31abc20c56_WasimAhmad_HEAD%201.png,,
Bette Hochberger,"Founder & CEO, Bette Hochberger, CPA",CGMA & Associates PLLC,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ce289d47a4c691328d5e6a_BetteHochberger_HEAD%201.png,,
Tony Bravado,Co-Founder,NFTCLT,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dd39d172ccc39c9e17fab9_tonybravado_head_720%201.png,,
Sep Alavi,Managing Partner,White Star Capital,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ea3cc36f791a85d989580d_SepAlavi_HEAD%201.png,,
Kelly Ann Collins,Founder,SheCrypto,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbdb60a49b3fd891faf9f8_KellyAnnCollins_HEAD.jpg,,
Guillermo Gonzalez III (Apex),Co-Founder,The Juice Team & Juice Gaming News,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbdcd46e0d70533657b406_GuillermoGonzalez_HEAD.PNG,,
Jill Ford,CEO,Bitford Digital,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbe860875390beb78d5726_JillFord_HEAD.jpg,,
Alex M. Hochberger,"CEO & Founder, Web3 Enabler",Inc.,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f738a7a327783f00655d01_AlexHochberger_HEAD.jpg,,
Yaeunda Pou Williams,CEO,GeniusRoom,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbe90f3887a04f62c4a623_YaeundaPouWilliams_HEAD.jpg,,
John Jae Woo Lee,"Founder, Card Mint. Prev VP of Eng @ Sky Mavis",Head of Eng @ Chainlink,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f921b92bc18e33964b93d1_JohnJaeWooLee_HEAD%201.png,,
Nina Knox,Founder,$RSOL Movement Meme,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbe9db5d07400b08a5e51f_NinaKnox_HEAD%20(1).png,,
Jeff Leggett aka Chapo,Founder & CEO,Assure DeFi,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68fa508dabfde960609a0140_JeffLeggett_HEAD.jpg,,
Alex H.,Fintech & Blockchain Consultant,Digital Lives,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ea3dfb16529559bf878848_AlexH_HEAD.jpg,,
Vanessa Saunders,Web3 Builder & Digital Transformation Professional,CreateHER Fest,,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ea3e977a5a255bade2ad14_VanessaSaunders_HEAD.jpg,,
