id,name,slug,tier,edition,tier_raw,description,website,logo_url,logo_alt,createdAt,updatedAt,publishedAt
128,Veridise,sponsor-34,Sapphire,EthCC[9],Sapphire,"Hardening blockchain security with Formal Methods — Industry-leading security audits and tools for smart contracts, blockchain, and zero-knowledge.",https://veridise.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Veridise_logo_color_black_3ca7eae560.png,,2026-01-28T12:28:51.459Z,2026-01-28T12:28:52.687Z,2026-01-28T12:28:52.684Z
130,The Graph,sponsor-36,Sapphire,EthCC[9],Sapphire,"The Graph is a blockchain data solution that powers applications, analytics, and AI on 80+ chains.",https://thegraph.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/The_Graph_Logo_Darkhi_res_76301aa2ec.png,,2026-01-28T22:26:39.108Z,2026-01-28T22:26:40.172Z,2026-01-28T22:26:40.164Z
133,ZisK,sponsor-39,Sapphire,EthCC[9],Sapphire,"ZisK open-source zkVM toolstack lets you seamlessly prove the execution of high-level programs at scale, with low latency and robust security.",https://zisk.technology/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Gradient_Dark_151250cce0.png,,2026-02-04T11:53:34.398Z,2026-02-04T11:53:35.264Z,2026-02-04T11:53:35.261Z
156,f(x) Protocol,sponsor-60,Sapphire,EthCC[9],Sapphire,The End of Liquidations!,https://fx.aladdin.club/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Old_logo_full_black_3x_88f2e22179.png,,2026-03-01T18:07:38.915Z,2026-03-18T14:21:34.717Z,2026-03-01T18:07:40.840Z
157,Crossmint,sponsor-61,Sapphire,EthCC[9],Sapphire,"The all-in-one API for checkouts, onramps, and stablecoins. Trusted by enterprises. Loved by crypto.",https://www.crossmint.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/crossmint_original_f677ee6488.png,,2026-03-02T10:09:38.615Z,2026-03-02T10:09:40.178Z,2026-03-02T10:09:40.175Z
162,BitGo,sponsor-65,Sapphire,EthCC[9],Sapphire,The Digital Asset Infrastructure Company.,https://www.bitgo.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Full_Logo_Light_ed68a3e29e.png,,2026-03-09T11:35:48.336Z,2026-03-09T11:35:49.115Z,2026-03-09T11:35:49.111Z
163,CoinFello,sponsor-66,Sapphire,EthCC[9],Sapphire,Your _white glove_ crypo agent.,https://coinfello.com/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/coinfello_logo_horizontallogo_90ae409639.png,,2026-03-09T12:37:11.215Z,2026-03-09T12:37:11.980Z,2026-03-09T12:37:11.976Z
169,Kleros,sponsor-72,Sapphire,EthCC[9],Sapphire,Kleros is a dispute resolution protocol built for the new economy. A justice system solving real-world everyday claims and agent-to-agent disputes.,https://kleros.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Kleros_logo_14381cb5ee.png,,2026-03-09T18:06:07.861Z,2026-03-11T11:27:39.012Z,2026-03-09T18:06:09.338Z
171,bpifrance,sponsor-74,Sapphire,EthCC[9],Sapphire,La banque des entrepeneurs. ,https://www.bpifrance.fr/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Bpifrance_VI_SD_FB_RVB_2bd50b8997.png,,2026-03-10T18:18:59.011Z,2026-03-10T19:12:17.660Z,2026-03-10T19:12:17.657Z
174,Develp,sponsor-77,Sapphire,EthCC[9],Sapphire,"Develp GmbH supports Ethereum staking protocols with core infrastructure and operational services. We strive to provide high-quality, reliable services to partnering protocols operating Ethereum nodes.",https://develp.co/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/develp_Logo_No_BG_00be75ea00.png,,2026-03-12T13:42:54.858Z,2026-03-12T13:42:55.685Z,2026-03-12T13:42:55.681Z
181,ChangeNOW,sponsor-84,Sapphire,EthCC[9],Sapphire,Change now is a personal crypto management platform that secures a fast route to access Web3 finance via a time-tested simple interface.,https://changenow.io/,https://s3.eu-west-3.amazonaws.com/content.ethccweek.fr/Change_NOW_logo_horizontal_af6bc2b8b2.png,,2026-03-13T17:01:45.259Z,2026-03-13T17:01:46.118Z,2026-03-13T17:01:46.114Z
