Conference,Name,Title,Company / Organization,Presenting Virtually,Photo URL,Source Page
2025 Florida,Elena Sinelnikova,Co-Founder,Metis & CryptoChicks,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eebca0cb4f4f7a191243_67ae2a27a4a8aaaa98f8891c_Screenshot%25202025-02-14%2520at%25201.21.28%25E2%2580%25AFAM.png,https://futuristconference.com/florida/speakers
2025 Florida,Clark Alexander,Chief AI Officer,Argentum AI,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e4095839a17d592ed5988a_ClarkAlexander_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Betty Sharples,Head of Business Development,Truflation,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/66b78abc38401814facfa068_BettySharples_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,Clara Tsao,Founding Officer,Filecoin Foundation,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68655dde6a6111306f1daf59_ClaraTsao_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Dean Skurka,President & CEO,WonderFi,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/688112731be60251eb7e6908_DeanSkurka_HEAD%202.png,https://futuristconference.com/florida/speakers
2025 Florida,Sam Bourgi,Senior News Editor,Cointelegraph,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/67b47372870ee7b88b58dc12_678a8111ebfd21a3cfec90cd_SamBourgi_HEAD.webp,https://futuristconference.com/florida/speakers
2025 Florida,Todd Shapiro,"Co-Founder, CEO & Director",Red Light Holland,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68811bdfbeae537dd2bfeca9_ToddShapiro_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Janet Adams,"COO, SingularityNet","Board Member, Artificial Superintelligence Alliance",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/689a1393afbf37c12431ffe8_JanetAdams_HEADupdated.webp,https://futuristconference.com/florida/speakers
2025 Florida,Logan Golema,Founder,Heir.es,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68beecb7906395bf4049ef77_logangolema_head_720.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Anthony Rodriguez,Co-Founder,Digital Spenders Club,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e618044a3065c96d5e40cd_AnthonyRodrigez_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Annelise Osborne,Chief Business Officer,Kadena,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeb692c353bbe8d9bbd0_684c58e0eb48f977c3ea08c8_Annelise%2520Osborne.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,André Beganski,Staff Reporter,Decrypt,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc2fcc03f246c226e11943_Andre%CC%81Beganski_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Erai Beckmann,Founding Partner,Peace Through Trade Blockchain (PTT COIN),,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeb76e143d3e0178a644_67f521c6f61032a83be40648_EraiBeckmann_HEAD%25201.png,https://futuristconference.com/florida/speakers
2025 Florida,James Slusser,"Senior Ambassador, Polkadot","Founder, Kurkuma",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eebb82f3ad1cd2b98486_67b75decbc44578bb6331687_GraemeMoore_HEAD%25201.png,https://futuristconference.com/florida/speakers
2025 Florida,Oliver Maroney,Head of Business Development & Partnerships,OpenSea,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cd57c43f86adf324399a6c_OliverMaroney_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Gabriel Sadoun,Head of Business Development,DigiShares,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e61ba719432fa9b22082e5_gabrielsadoun_head_720.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Toufi Saliba,CEO & Co-Author,HyperCycle.ai,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/685d51417ddf4d798bd1e3a0_ToufiSaliba_HEAD.webp,https://futuristconference.com/florida/speakers
2025 Florida,Warren Calove,Co-Founder & CEO,Go Arlo,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/67f40bfe330c94e1c090b86f_WarrenCalove_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Yolanda,Chief Security Architect,Coinbase,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dacd17cc6ee9f794d6ee8d_68a5eb1daa71806f26acf3ed_YolandaLiu_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,Tyler Spalding,President,Acronym Foundation,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ebb17688fc606920eb4bde_TylerSpalding_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Scott Spiegel,Founder & CEO,BitBasel,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68810f3f6a2e8610d6b74177_ScottSpiegel_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Jorrin Bruns,Developer Relations Engineer,Algorand Foundation,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6881146369ce48844938f496_JorrinBruns_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Rohan Handa,Head of Investments & Partnerships,"AI, Mysten Labs",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a8abc7d8c7f515c21fddf8_802ac844-2e00-4d77-9c5c-53b716d38511.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Scarlett Arana,Co-Founder,BitBasel,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/688121329f22018419bd9a82_ScarlettArana_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Michael Ros,CEO,Sleap.io,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68812c10cb14096ab73a6ef9_MichaelRos-dark_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Trevor Koverko,Co-Founder,Sapien,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68812ba9a1eee5863685a63d_TrevorKoverko_HEAD.JPG,https://futuristconference.com/florida/speakers
2025 Florida,Wiliam Quigley,Co-Founder,Tether and WAX (Worldwide Asset eXchange),,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f9a7b30b914b638efc5507_WilliamQuigley_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,My Name Is Mudd,DAO Member,K9 Finance,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6895f843233d27a7f1d38d11_CodyCrum_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Adam Garetson,Partner,Gowling WLG,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeb7ee828cf78ee9c8e7_679bb0401b143d87011ca678_AdamGaretson_HEAD.webp,https://futuristconference.com/florida/speakers
2025 Florida,Rok Kopp,Co-Founder,ether.fi,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6904ceecaa14afde470fc9d6_RokKopp_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Justin Barlow,Executive Director,Sei Development Foundation,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a8587f70e795d0b620eb21_JustinBarlow_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,Francky Perez,COO,Quantum,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc1ec446817afd2470115a_FranckyPerez_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Andrew Stone,Lead Developer,Nexa: Bitcoin Unlimited,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e7f30a0f6aaa3369dd4681_andrewstone_head_720%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Haymond Rankin,Associate Director,Cayman Finance,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dfd6c21590cdfa5f4ad437_HaymondRankin_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Lennon Sweeting,Managing Director,RYKI Ltd.,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dfd8697857d2aa8e2ce5e7_LennonSweeting_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Chantelle Day,Partner,Collas Crill,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dfd937a807bb291cb6422d_ChantelleDay_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Mario Yaksetig Costa,Director,BitFashioned SEZC,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dfda06221b3c1de34fa603_MarioYaksetigCosta_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Jamie Roberts,Associate Director,Leeward,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dfe335a69bb3e697b5ea1f_JamieRoberts_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Marcos Nunes,CEO,Tangem Pay,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ef888fb2c010c53aba054b_MarcoNunes_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Anthony Werner,Ambassador,Shiro Neko,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e9dd82fd2748a08f26cc51_AnthonyWerner_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Everton Fraga,Amazon Web Services,"Sr. Web3 Specialist,",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852f6a208d9be4c79e0dffe_EvertonFraga_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Amanda Wick,"Founder & CEO, Association for Women in Cryptocurrency","Principle, Incite Consulting",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeb89e37df32df678ab6_67e16f5821cf0608674de6f5_AmandaWick_HEAD%25201.png,https://futuristconference.com/florida/speakers
2025 Florida,Shane Cook,Founder,Pulse Digital Marketing,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68812d10ebc0cf92e8ffaed1_ShaneCook_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Sidney Powell,Co-Founder & CEO,Maple Finance,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/689deb78cd80460ba89c81b3_sidneypowell_head_720.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Clare Adelgren,Global Blockchain Head of Sales and Operations,EY,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/687923ca4a0604894f432762_ClareAdelgren_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Bryan Ferre,"Vice Chair, Parler","Co-Founder, Optio Blockchain",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68c2b97d00b67765f19e2481_BryanFerre_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Keith A. Carswell,Director,City of Maimi's Department of Economic Innovation & Development,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e417af8ac9e45bd710205f_keithacarswell_head_720%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Ashton Addison,CEO,Crypto Coin Show,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/689f22a539966042fa348f7c_AshtonAddison_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Chairman Elijah John Bowdre,Miami-Dade County CryptoCurrency Task Force,"Executive Director, Miami-Dade Digital Commission",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68c84ef96859f9f8e2ec9b81_ChairmanBowdre_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Tracy Leparulo,Co-Founder,Blockchain Futurist Conference,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/67d6e1a9c74039c2dad395e2_TracyLeparulo_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Zach Humphries,President,ZH Media,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeb874c75bb9af9303c5_67e40a70069ef680d7d7edf6_ZachHumphries_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Jonathan Morgan,Lead Crypto Analyst,Stocktwits,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6904d0c11f2af175b2b1d211_JonathanMorgan_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,Nicole Murphy,Chief Compliance Officer,eToro,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e40f9508b5641898a12a37_NicoleMurphy_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,John Sarson,CEO,Sarson Funds,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e410a0dc3b908ab9a283be_JohnSarson_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Graeme Moore,Head of Strategy,Project Eleven,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeb9ee828cf78ee9c9e5_67b7531ac5e95657bd32a42d_GraemeMoore_HEAD%25201.png,https://futuristconference.com/florida/speakers
2025 Florida,Kyleigha Beckmann,Founding Partner,Peace Through Trade Blockchain (PTT COIN),,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eebaa3d82747c9fa9696_6811577cfd0cb035ca8e7f16_KyleighaBeckmann_HEADupdated.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Lee Skinner,Business Development Lead in US/UK/Canada,Tangem,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68c2b311290798ecf1bb62f3_LeeSkinner_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Ana Jacobson,Brand Campaign Lead,Tangem,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ef90551c1397031d5779f5_AnaJacobson_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Jake Antifaev,Co-Founder & CEO,Thrust,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbd79b1282af9c48a9a663_jakeantifaev_head_720%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Mahyar Akhbari,Co-Founder,Blockchain Futurist Conference,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/67d6e2f891e0269c3b2885e2_MahyarAkbari_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Charlotte Laborde,Director,"Partner Growth, MoonPay",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68c2b3d79e85ec192dbbe5bc_CharlotteLaborde_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Adam Cai,Founder & CEO,Virgo.co,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dfe3f6d817d0095ea8b851_AdamCai_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Matt Nicosia,Co-Creator,Trusted Smart Chain,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e411657aedc39a7e10b8dc_MattNicosia_HEAD%20(1)%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Rosalyn Brown,PropTech & Tokenization Luxury Real Estate Agent,"Berkshire Hathaway, Bahamas",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f243f7cb70503949abb06a_RosalynBrown_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,Reed Baum,Director of Research,Sarson Funds,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e413135a7930ee88f7ad26_ReedBaum_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Ben Grant,Co-Founder,EVERY.MEME,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6907937461a39922df7a2258_BenGrant_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,Sandro Gonzalez,Co-Founder & CEO,KWARXS,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dfe4e4f64294f6ae40361a_SandroGonzalez_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Brian J. Esposito,CEO & Co-Founder,DiamondLake $DLMI,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f8589ac1c37e3dd3cf3861_BrianEsposito_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Nikita Sachdev,Founder & CEO,Luna Media Corporation,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68bae9060354d3ed544a9e46_NikitaSachdev_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Kevin Boeve,Investor Relations/Business Development Director,Palladium Network,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e61dc19bd10629faa9778b_kevinboeve_head_720.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Zachary Nelson,Founder & CEO,Genzio Media,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeb994a0fb06f3030bca_67dad627d069d228df77beca_67d98746fbbcad94a0468898_ZacharyNelson_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,Eran Barak,CEO,Shielded Technologies,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a85e13734fe32faa6d6c49_EranBarak_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Jenni Rogers (CryptoQueen),Co-Founder,Shibwomen,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852f03dd33aae46fd1fce8e_679bb0d5d1c42c9df5a5b5a7_JenniRogers_HEAD.webp,https://futuristconference.com/florida/speakers
2025 Florida,Peter von Irle,Co-Founder & Managing Partner,Sullivan Hart LLP,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6900237a80c6cab82dc81c1b_PetervonIrle_HEADupdated.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Armita Jalooli,Protocol Research Manager,Messari,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc1fe9724ce1dc4747efdb_ArmitaJalooli_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Jason Leibowitz,Head of Business Development,Meanwhile,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68b0dddc6ee022b02379f67b_JasonLeibowitz_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Tory Ricalis,CEO,Titl,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68812e7a86f601776b9b83ba_ToryRicalis_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Nataliya Hearn,Director,CryptoChicks,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeb9560579749b38f47e_68406e22a5e489ed7d03c3d4_NataliyaHearn_HEADupdated%2520(1)%25201.png,https://futuristconference.com/florida/speakers
2025 Florida,Pavan Agarwal,Creator,Angel Ai,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e7ef4ba8bf9bc981be4e85_PavanAgarwal_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,George Varghese,Strategic BD,0G Labs,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a85ec83fa6a3dfd1915232_GeorgeVarghese_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Pia Pascal,Founder,InOrbyt,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc212dab460060c54d4307_PiaPascal_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Sam Barberie,Head of Stragegy & Partnerships,Sequence,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f9a70e197834f0e5e1f909_SamBarberie_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Sumit Arya,Founder & CEO,SpearTrades,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68c2ba3d77ca7b9506397f4f_Sumit%20Headshot%201.png,https://futuristconference.com/florida/speakers
2025 Florida,ChicaBTC,Founder,Bitcoin Butik,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68af31589c253ed63888276f_ChicaBTC_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Ryan Pacht,Founder,NoIDPay Inc.,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68c84f84c143c131d2fb1122_RyanPacht_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Kishelle Blaize-Cameron,Deputy Director,"Specialized Supervision, BVI Financial Services Commission",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc21ee0a72bb707004ae3a_KishelleCameron_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Sam Lieberman,Partner,Sadis & Goldberg,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dd38c93af54556c0b02202_SamLieberman_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,David Gallo,President,Pledge Protocol,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6877a7b58a3f1e3be869f07d_DavidGallo_HEAD.JPG,https://futuristconference.com/florida/speakers
2025 Florida,Diego Ojeda,President,Rilea Group,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a85fc3280cb05150c91b8b_DiegoOjeda_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Garett Nell,Founding Partner,Totem Grid,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eebadf9e6155ebd7040f_68406fbd74e4cc86ef910eb6_GarettNell_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Lin Dai,Co-Founder & CEO,Superlogic,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a860892d1a2544206252f5_LinDai_HEAD.png,https://futuristconference.com/florida/speakers
2025 Florida,Carol Van Cleef,CEO,"Luminous Group, Counsel, Lewis Baach Kaufmann Middlemiss",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68dbd7f734eeaed152367097_CarolVanCleef_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Kyle Kempler,Partner,RAZE,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ff823302f42b50dc827640_KyleKempler_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Ben Thalman,Senior Protocol Analyst - Ethereum,Figment Inc.,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a8610f11397a2d26b78f80_BenThalman_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,"""King Ant""",Marketing Director,Doginal Dogs,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d0234c3c2cb2f5eddccdb5_AnthonyRispoli_HEAD.JPEG,https://futuristconference.com/florida/speakers
2025 Florida,Emma Todd,CEO,MMH Technology Group,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/67b47d656a9067fcfda6e35a_EmmaTodd_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,"Anthony Anzalone ""Burnt Banksy""",Founder & CEO,XION,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68af386ebd821ea0a9c4becf_anthony.png,https://futuristconference.com/florida/speakers
2025 Florida,David Wachsman,CEO,Wachsman,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eeba5745296ac4c5da01_679bafdc4af8710801818629_DavidWachsman_HEAD.webp,https://futuristconference.com/florida/speakers
2025 Florida,Laura Leparulo,Head of Marketing,Blockchain Futurist Conference,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ff82c423f06d2207216751_HEADSHOT-LAURA.JPG,https://futuristconference.com/florida/speakers
2025 Florida,Sami Start,Co-Founder & CEO,Transak,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6895f9c595b6669bc116f584_sami.png,https://futuristconference.com/florida/speakers
2025 Florida,Julie Lamb,Founder,NFT VIP,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6852eebbee828cf78ee9ca69_67b47d93ba9581d07a99c2ea_JulieLamb_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,"""Web""",Content Strategist,Doginal Dogs,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d0239f3e192c88b737d0ef_AustinBaker_HEAD.JPEG,https://futuristconference.com/florida/speakers
2025 Florida,Gianni D'Alerta,Co-Founder,Purple Horizons: Marketing Innovation Lab,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/6879283a19102b29cf1c07f5_GianniD%27Alerta_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Alice Hou,Research Analyst,Messari,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68efb005d8a940538bab6fc0_AliceHou_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Antonio's Brasse,CPA,"CIA, CFSA, CISA, CAMS CEO & Co-Founder, BlockQuake",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68af45a7d7ed3f4149adf2f0_antoniobrasse_head_720.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Lana Schwartzman,VP,"Global Regulatory & Compliance Strategy, Notabene",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d3e4a8b794ab80b0018d7f_LanaSchwartzman_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Dustin Stockton,Managing Partner,Look,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68ff8373a795b7631cf48ff9_DustinStockton_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Mostafa Al-Mashita,"Co-Founder & Director of Sales & Trading, Secure Digital Markets","Principle, Printing Capital",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a8620a55e0b1262c38bf43_MostafaAl-Mashita_HEAD%203.png,https://futuristconference.com/florida/speakers
2025 Florida,Anna,CEO,ThreeSquared,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d3e57761d22350c33b6c40_Anna_HEAD.jpg,https://futuristconference.com/florida/speakers
2025 Florida,Cade Bergman,Co-Owner,WOLF Bitcoin,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68f046de9978ab1a769885a1_CadeBergman_HEAD.jpeg,https://futuristconference.com/florida/speakers
2025 Florida,Tony Evans,Co-Founder & CSO,CETI,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a8627a9539bf916ce0b486_TonyEvans_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Justyna Osowska,Founder,Women in Blockchain Canada,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/689601af62e59ad593ab9db3_688255b001aca56990eac969_JustynaOsowska_HEAD%20(1)%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Jan Pachner,Secretary General,One Ocean Foundation,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc22948d11d3195b0be279_JanPachner_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Andrea Crespi,Artist & Creator,Andrea Crespi Studio,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68e61ed82e9be263bcdf882a_AndreaCrespi_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Art Malkov,Co-Founder,Web3Lab,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc239df6bead8f5631833c_ArtMalkov_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Lucía Gallardo,"Founder, Emerge","Co-Founder, AeraTech",,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68cc252522152a24dc362e3f_LuciaGallardo_HEAD%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Richard Ells,CEO,Electroneum,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68d3f26cc552c599a25d5cfa_richardells_head_720%201.png,https://futuristconference.com/florida/speakers
2025 Florida,Keeyan Ravanshid,Co-Founder,HODL Markets,,https://cdn.prod.website-files.com/61e87bb144d08a09b725b693/68a86992c5550d9db726c5c6_KeeyanRavanshid_HEAD%202.png,https://futuristconference.com/florida/speakers
